"2020WARN003S0","=""5059082179543""","EAN","KPCM Display ltd","Warning cryo freezer -70 degrees safety sign - Self adhesive sticker","Warning cryo freezer -70 degrees safety sign - Self adhesive sticker. All signs come with a 5 year warranty.","Warning cryo freezer -70 degrees safety sign","Self adhesive sticker","Digitally printed and laminated for extra durability","Remove backing film and apply to dry smooth oil free surface","https://cdn-images.imagevenue.com/8b/f8/55/ME14I3AX_o.jpg","","500","Great Britain","KPCM Display ltd","health and safety signs","=""5059082179543""","New","1","number of unit per package","","Size","Variation"
"2020WARN003S1","=""5059082179550""","EAN","KPCM Display ltd","Warning cryo freezer -70 degrees safety sign - Self adhesive sticker","Warning cryo freezer -70 degrees safety sign - Self adhesive sticker. All signs come with a 5 year warranty.","Warning cryo freezer -70 degrees safety sign","Self adhesive sticker","Digitally printed and laminated for extra durability","Remove backing film and apply to dry smooth oil free surface","https://cdn-images.imagevenue.com/8b/f8/55/ME14I3AX_o.jpg","1.49","500","Great Britain","KPCM Display ltd","health and safety signs","=""5059082179550""","New","1","number of unit per package","2020WARN003S0","100mm x 150mm","Variation"
"2020WARN003S2","=""5059082179567""","EAN","KPCM Display ltd","Warning cryo freezer -70 degrees safety sign - Self adhesive sticker","Warning cryo freezer -70 degrees safety sign - Self adhesive sticker. All signs come with a 5 year warranty.","Warning cryo freezer -70 degrees safety sign","Self adhesive sticker","Digitally printed and laminated for extra durability","Remove backing film and apply to dry smooth oil free surface","https://cdn-images.imagevenue.com/8b/f8/55/ME14I3AX_o.jpg","1.99","500","Great Britain","KPCM Display ltd","health and safety signs","=""5059082179567""","New","1","number of unit per package","2020WARN003S0","200mm x 150mm","Variation"
"2020WARN003S3","=""5059082179574""","EAN","KPCM Display ltd","Warning cryo freezer -70 degrees safety sign - Self adhesive sticker","Warning cryo freezer -70 degrees safety sign - Self adhesive sticker. All signs come with a 5 year warranty.","Warning cryo freezer -70 degrees safety sign","Self adhesive sticker","Digitally printed and laminated for extra durability","Remove backing film and apply to dry smooth oil free surface","https://cdn-images.imagevenue.com/8b/f8/55/ME14I3AX_o.jpg","3.49","500","Great Britain","KPCM Display ltd","health and safety signs","=""5059082179574""","New","1","number of unit per package","2020WARN003S0","300mm x 200mm","Variation"
"2020WARN003S4","=""5059082179581""","EAN","KPCM Display ltd","Warning cryo freezer -70 degrees safety sign - Self adhesive sticker","Warning cryo freezer -70 degrees safety sign - Self adhesive sticker. All signs come with a 5 year warranty.","Warning cryo freezer -70 degrees safety sign","Self adhesive sticker","Digitally printed and laminated for extra durability","Remove backing film and apply to dry smooth oil free surface","https://cdn-images.imagevenue.com/8b/f8/55/ME14I3AX_o.jpg","6.49","500","Great Britain","KPCM Display ltd","health and safety signs","=""5059082179581""","New","1","number of unit per package","2020WARN003S0","400mm x 300mm","Variation"
"2020WARN003R0","=""5059082179598""","EAN","KPCM Display ltd","Warning cryo freezer -70 degrees safety sign - 1mm Plastic sign","Warning cryo freezer -70 degrees safety sign - 1mm Plastic sign. All signs come with a 5 year warranty.","Warning cryo freezer -70 degrees safety sign","1mm Plastic sign","Digitally printed and laminated for extra durability","Drill and screw in position or use double sided tape to mount onto suitable surface","https://cdn-images.imagevenue.com/8b/f8/55/ME14I3AX_o.jpg","","500","Great Britain","KPCM Display ltd","health and safety signs","=""5059082179598""","New","1","number of unit per package","","Size","Variation"
"2020WARN003R1","=""5059082179604""","EAN","KPCM Display ltd","Warning cryo freezer -70 degrees safety sign - 1mm Plastic sign","Warning cryo freezer -70 degrees safety sign - 1mm Plastic sign. All signs come with a 5 year warranty.","Warning cryo freezer -70 degrees safety sign","1mm Plastic sign","Digitally printed and laminated for extra durability","Drill and screw in position or use double sided tape to mount onto suitable surface","https://cdn-images.imagevenue.com/8b/f8/55/ME14I3AX_o.jpg","1.49","500","Great Britain","KPCM Display ltd","health and safety signs","=""5059082179604""","New","1","number of unit per package","2020WARN003R0","100mm x 150mm","Variation"
"2020WARN003R2","=""5059082179611""","EAN","KPCM Display ltd","Warning cryo freezer -70 degrees safety sign - 1mm Plastic sign","Warning cryo freezer -70 degrees safety sign - 1mm Plastic sign. All signs come with a 5 year warranty.","Warning cryo freezer -70 degrees safety sign","1mm Plastic sign","Digitally printed and laminated for extra durability","Drill and screw in position or use double sided tape to mount onto suitable surface","https://cdn-images.imagevenue.com/8b/f8/55/ME14I3AX_o.jpg","2.19","500","Great Britain","KPCM Display ltd","health and safety signs","=""5059082179611""","New","1","number of unit per package","2020WARN003R0","200mm x 150mm","Variation"
"2020WARN003R3","=""5059082179628""","EAN","KPCM Display ltd","Warning cryo freezer -70 degrees safety sign - 1mm Plastic sign","Warning cryo freezer -70 degrees safety sign - 1mm Plastic sign. All signs come with a 5 year warranty.","Warning cryo freezer -70 degrees safety sign","1mm Plastic sign","Digitally printed and laminated for extra durability","Drill and screw in position or use double sided tape to mount onto suitable surface","https://cdn-images.imagevenue.com/8b/f8/55/ME14I3AX_o.jpg","3.99","500","Great Britain","KPCM Display ltd","health and safety signs","=""5059082179628""","New","1","number of unit per package","2020WARN003R0","300mm x 200mm","Variation"
"2020WARN003R4","=""5059082179635""","EAN","KPCM Display ltd","Warning cryo freezer -70 degrees safety sign - 1mm Plastic sign","Warning cryo freezer -70 degrees safety sign - 1mm Plastic sign. All signs come with a 5 year warranty.","Warning cryo freezer -70 degrees safety sign","1mm Plastic sign","Digitally printed and laminated for extra durability","Drill and screw in position or use double sided tape to mount onto suitable surface","https://cdn-images.imagevenue.com/8b/f8/55/ME14I3AX_o.jpg","7.49","500","Great Britain","KPCM Display ltd","health and safety signs","=""5059082179635""","New","1","number of unit per package","2020WARN003R0","400mm x 300mm","Variation"
